node,r,s,a,x,y,scenario_d,scenario_m,scenario_c,scenario_h,scenario_r,scenario_s,scenario_a,scenario_x,scenario_y,selection,true_x,true_y,true_angle,true_selection
385,3.70889832015517,9.03118547712957,0.932311135629491,143.62305055083,-21.2641625309304,0,0,0,6,0.608827158656399,9.55779071348911,1.32605983568773,143.35237527881,-21.4138726500266,2,-0.0303961970817196,-0.999537928846609,4.6819881007022,2
386,7.43660542556458,3.3787912168523,1.23360079225029,127.774579118449,-29.6388623584313,1,0,2,6,8.5763846871744,2.22156518089804,1.79972895127016,127.118868444555,-28.7501305730588,2,-0.178648020869416,-0.983913047296071,4.53277678497847,2
387,16.0247966848962,0.682282371857479,0.75858292560458,128.094383743424,-31.3030483430092,1,1,2,3,16.2778515989957,0.850340107997131,1.55647128995696,128.197413534194,-31.2902855667145,3,-0.970725323188602,0.24019231236737,2.89902869537191,0
388,18.5709891655269,0.735843719774501,0.614006498708729,129.774060505775,-31.4824843401981,1,0,3,7,19.8920264081197,1.96456055626068,1.40184833615385,127.265938782051,-31.0939787542735,3,0.990085669332233,-0.140464826141435,6.14225442735791,0
389,21.1982073218593,-0.0453742936908128,0.780893426864895,126.994892174488,-32.358264615141,1,1,1,1,21.9613147476636,-0.588164118210948,1.62755734218959,126.448564806409,-32.5357659866489,1,0.988415545535237,0.151771899060001,0.152360693193938,0
390,-0.178919516869684,7.46641504581563,1.4140652956946,136.343976352909,-24.6400694437809,1,1,1,0,1.1193767174516,7.96431530736274,3.20273313202793,136.788946286893,-24.874671632815,0,0.996146215521706,0.0877081370329005,0.0878209804207513,0
391,-0.284341488562675,7.36295938430787,1.19982011058471,136.589185634524,-24.8140988724507,0,1,2,5,0.535651011697497,7.06932054706202,1.5141672484222,137.034647470076,-24.4177781773667,1,-0.560524220977805,-0.828138030582598,4.11737030429358,1
392,-1.10811529786127,6.0594412580603,2.53198505356264,135.684288397287,-25.6361852921373,0,1,2,6,0.238187284051361,6.11435012107774,3.17863070506596,135.67991696604,-25.203148523716,2,-0.0105999613391904,-0.999943818831642,4.70178882053497,2
393,-3.95579030946295,2.39602693979422,1.10989705698498,132.496343089761,-31.2931319511003,0,0,2,5,-7.86502718523002,4.23625556602906,2.39295857953511,133.751255714286,-30.0077167191283,1,-0.835233393967065,-0.549895606094701,3.72383189860996,1
394,-4.01448444441864,2.23956021116076,0.847441008356426,131.399216357131,-31.9056749230838,0,0,3,5,-6.09092735851064,4.12228951429985,1.85793482743196,132.588849406235,-31.1188965907966,1,-0.77309099661793,-0.634295129216909,3.82868907566216,1
395,-3.85522370376903,2.18019242940737,0.959904327465459,130.601701238882,-32.2101046825295,1,1,3,4,-2.18076533185333,2.86947322853579,1.881181136443,130.783693764031,-32.5243396083811,0,-0.998220589275477,0.0596293144897767,3.08192794555964,0
396,-3.31072982510679,2.46128714104274,2.36697938823056,131.159145275304,-32.6414670933495,1,1,0,4,-2.17720570752875,2.91199625654876,4.58197674825553,130.663333120711,-32.7053765874166,0,-0.998173027045332,0.0604202621573121,3.08113556912677,0
397,-0.32239897976679,4.58398575601691,0.994477482910456,141.072174614585,-33.4669912082155,1,0,3,0,-0.148505264382802,6.45851393517337,2.91211618558114,138.305669764216,-33.3864296269071,0,0.999954027574274,-0.00958867759329536,6.27359648264533,0
398,-3.47812293263271,4.13506160842164,1.41071994832917,137.354699828334,-22.8299162711874,1,1,2,0,-5.61964768889786,3.8510104433912,2.28354702918652,136.681143035931,-23.0696430540977,0,0.986742818609025,-0.162291743238884,6.12017256208025,0
399,-3.54019898722968,3.02372785108287,4.16697657714552,134.666877346237,-21.7903334892306,0,0,3,2,-2.31882410469623,2.6042194508383,3.91415430985946,134.902818504949,-24.3024837890305,2,-0.0564617254061207,0.998404764393762,1.62728809462337,2
400,-3.85476858620835,2.99820440909178,1.18526178754846,135.854014355476,-16.7974289150838,0,0,2,3,-6.62030332122375,3.35282955571486,2.63957443159733,137.636030310985,-18.5931639432552,3,-0.779451311129333,0.62646281101017,2.46458581390573,3
401,-4.01583162218232,2.5422215945812,0.670086745184949,134.63498811951,-16.2710602502708,0,0,3,2,-3.8160553829548,1.34018542100292,1.58858686911041,135.10468641781,-17.5218066044524,2,-0.0501765772491806,0.99874036220409,1.62099398276947,2
402,-3.33414524295665,1.21688987377915,1.22880484536717,129.40036083744,-25.0120952166932,0,1,3,0,-6.83808064161754,1.34182111441877,1.26376290282952,128.417360929026,-25.0072234001415,0,0.998051298889166,-0.0623987562828672,6.22074598710104,0
403,-0.447842742944539,8.1898167032872,4.59209329520403,138.385144641419,-24.6631989715613,0,1,3,2,-0.899957289389996,8.37423954866477,4.63233347943609,138.249217805341,-25.9628407455605,2,-0.0442553785498906,0.999020250780436,1.61506616406885,2
404,-2.05249903563097,8.81345189238393,0.879123348908395,139.949331949267,-17.0503776829351,0,0,0,7,-1.91594739267742,9.27152779451613,2.27014887631935,139.911566903226,-17.3807042435484,3,0.512012215624919,-0.858978166806853,5.2499147085663,3
405,-2.54865384486447,8.61170602442672,0.805559449520885,140.297164837973,-17.0275361900267,1,1,1,0,-2.97575223628643,9.68069091756869,1.53725377741049,139.905263821815,-16.5281434637802,0,0.966721148919503,-0.255832406531612,6.02447664027434,0
406,-3.50948685669951,7.22179091835666,1.80546070749035,140.192225404859,-17.1767658543786,0,1,3,3,-4.11832304173679,6.07481056380007,2.82022526628021,141.316866963985,-18.2161301901717,3,-0.659286489658903,0.751891830354102,2.29066573894921,3
407,-3.59073150851684,9.08661041510858,0.762112431711502,142.271988508953,-16.6337705505247,0,0,0,3,-3.67081275974013,9.99186591786975,1.90293457347129,142.662155694578,-16.6997686881617,3,-0.535968619301955,0.844237904339503,2.13645098642923,3
408,-2.85280436722644,10.5612053396392,0.691676850764662,141.560248816951,-16.5473860765162,1,0,1,7,-3.1469868985022,12.1559067024963,1.08510942082232,141.467860146843,-15.7194748687225,3,0.459952708759666,-0.887943413571296,5.19033091887379,3
409,-3.58711819158051,11.7620051780195,1.09050573881101,142.721956702463,-15.5862529357726,0,1,2,7,-2.3253570918703,11.2239108479793,1.60911054358553,142.725606578947,-14.9051095051692,3,0.46253584545852,-0.88660058181008,5.1932422413105,3
410,5.05089116664591,9.33715925162694,0.879389568036494,147.422183439536,-32.6943697058905,0,0,2,7,4.97509023645726,8.98703251364573,1.63435952651905,146.755068331617,-31.6291022322348,3,0.507055914892944,-0.861913162199116,5.24415456910301,3
411,8.27680749551702,10.3906507821068,0.768067731712579,147.71241234882,-33.8887432667041,1,0,3,6,7.95835784293785,9.82647731355932,0.812670069603493,148.194645942476,-32.7116557241911,2,-0.369673444793386,-0.929161742763116,4.33373143568283,2
412,9.85931062311987,12.4809590377442,0.598182276383131,148.647112789373,-33.5058752491375,0,0,1,0,9.03508196572238,12.8017558447592,1.75016792969405,148.13184509915,-34.0860337507082,0,0.843492195104857,0.537141430907345,0.567044468842564,1
413,4.17819287256571,8.95541338251943,1.05687010129976,147.795536271465,-32.2302021010439,0,1,2,2,5.80809710614832,10.8522696710332,0.803202156340587,147.693025375026,-32.6817007014578,2,0.278024879353991,0.960573873504895,1.2890590194383,2
414,-0.918775952728829,8.01134618539897,0.975984598351915,140.079126822073,-25.2157320687107,0,0,3,0,-1.10956691279494,7.62313027481273,2.39226458111891,138.109815800562,-24.9498484527154,0,0.996527448622832,-0.0832649034183576,6.19982388913544,0
415,-2.08161194227308,9.2152168027711,0.784010032396581,142.872105956634,-25.0083303496092,0,1,3,1,-1.49854867780294,8.87747277802944,1.10764897394677,142.618860050963,-25.3523105719139,1,0.47337184782214,0.880862698545836,1.07768157594403,1
416,-2.75966255270129,10.6748708033344,0.999977800594886,146.458564182421,-24.9568896335576,1,0,2,0,-1.70547844026718,10.4089981335878,2.33054271057506,145.364882824427,-24.7187922544529,0,0.985444960002088,-0.169994796410016,6.11236091849999,0
