sim	param	true	EMPIRE	rase	ess
1	sigma_x	0.932808704674244	0.89858672255229	2.08193944299048	2264.79345218972
1	sigma_y	0.201983017381281	0.187092294517249	0.652267819510655	2537.99999002248
1	root_x	-0.353400285829911	-0.179329509785581	-19.6270446350975	4203.61969436384
1	root_y	0.170489470947982	0.706471186804991	-5.5082932898953	4177.18646826543
2	sigma_x	0.435651870910078	0.453818493946928	2.21157900654137	0
2	root_x	-0.162225295911029	-0.309823291752249	1.98852259910822	3971.98261499112
3	sigma_y	0.262317587388679	0.311310278494277	0.707106781186548	0
3	root_y	0.901647861973713	-0.0491790138871583	-57.6942003447137	436.575092572024
4	sigma_x	0.354194046463817	0.331959484708858	0.707106781186548	0
4	sigma_y	0.728580018505454	0.729632076148506	0.707106781186548	0
4	root_x	-1.37348188747219	0.128012822738495	0.924901178716289	1141.84197387538
4	root_y	-1.12795992930285	0.0148269965821293	1.11905948489986	3811.26492133759
5	sigma_x	0.396629426395521	0.313164820152976	0.360686918756475	471.87821416121
5	sigma_y	0.131984238047153	0.131651973480289	0.584959782773575	427.197416193685
5	root_x	0.326648604433737	0.204194366660604	0.649627412605456	24497.9402563552
5	root_y	-2.70787788745313	-1.58418812940893	-18.6351281389852	28994.4231531256
7	sigma_x	0.226591604063287	0.22385441118243	30.1394663423983	0
7	sigma_y	0.0420301186386496	0.0367344650999919	24.423852325991	0
7	root_x	-0.864487835396228	-0.168378024304547	-23.9775550848724	871.190784968469
7	root_y	-0.299145311637362	-0.189283530479644	-6.75281305028485	1096.87089820682
8	sigma_y	0.193423376884311	0.19749751477447	11.7287883331823	0
8	root_x	-0.327793465952175	-0.486895516511375	1.38352555110955	7303.87263236966
8	root_y	0.53821273111495	0.41596676851346	13.235522295506	7931.87249619658
9	sigma_x	0.530052522895858	0.538434238904325	0.623546574747067	92.819439406331
9	sigma_y	0.241874041268602	0.219459930555841	0.267075566049016	208.765212067895
9	root_x	0.0880601285419704	0.346412100114722	1.26162191397046	12779.0833055871
9	root_y	1.07006317210437	0.624151783109187	1.26039117215922	15146.7569067273
10	sigma_x	0.993594827596098	0.900025295983885	117.899029478141	0
10	sigma_y	0.518628119723871	0.573003629412966	1338.01497264117	0
10	root_x	-0.845226196656622	-0.271415765354746	144.12473272292	1081.87891592829
10	root_y	0.149424849370742	-0.459279238318592	-715.173324405051	1493.01882624712
11	sigma_y	0.33885378530249	0.391030030027712	3.62276219430451	0
11	root_y	-0.635774057796519	0.260522680742732	-6.64458285582387	12748.4670437443
12	sigma_y	0.76776764402166	0.707610434598899	5.69777750563609	5374.53387959396
12	root_x	-1.15088146052173	0.0860612666653537	-0.904282817524833	7735.43865671453
12	root_y	0.400818844396653	0.137080191658726	-1.36676690674595	12237.0848669892
17	sigma_x	0.68756683380343	0.664062846720552	3.85326747931054	26.0364723218442
17	sigma_y	0.515324061736465	0.57041385736892	1.58428841086251	26.0364723218462
17	root_x	-0.286466076519664	0.221282044636528	-0.0222293315311031	10059.3618369464
17	root_y	2.20608466711496	0.712197065962328	3.19994229580318	12872.4580485516
18	root_x	-0.278024011522198	-0.594749726695235	-29.8461931367074	12946.406237525
18	root_y	1.92008195409555	1.08603054866617	0.126677131934896	13318.0772706614
19	sigma_x	0.273666120599955	0.272198192314627	61.7475581782618	0
19	sigma_y	0.400533427717164	0.332513649115552	59.1557626299274	0
19	root_x	-0.656369797150725	-0.349996634245704	-59.384127043628	28278.8700419224
19	root_y	0.120104356109006	0.472908450619482	-100.375021758826	30957.1939680794
20	sigma_x	0.939167114673182	0.740344157192657	0.707106781186548	0
20	sigma_y	0.99127585766837	0.749722708606409	0.707106781186548	0
20	root_x	-1.66197160524396	-0.0930364619192906	-8.41503278303012	5053.32958078065
20	root_y	1.73210709758088	-0.148698136195352	-7.20118778633854	4974.9469018982
21	sigma_y	0.750732749700546	0.912183231194076	4.61364153258198	NA
21	root_y	1.88855374524469	0.0461984601649549	4.59898056087759	15258.3399339645
22	sigma_y	0.750883996021003	0.496791018122874	9.49457245976177	0
22	root_x	-0.112035495017729	0.12412708408394	-0.358236216026037	2432.50627767283
22	root_y	-0.234511023690081	-0.203412203309833	5.78413284597254	3197.60282953925
23	sigma_x	0.378035932546481	0.333959760878834	0.566960068768843	109.423788907247
23	sigma_y	0.755668931175023	0.659453868021973	0.631093726539474	141.09266131615
23	root_x	-0.0100896868537441	0.473497667593742	3.29454002694977	10488.5713396586
23	root_y	-1.10318676336128	0.732467436089879	4.84265587193276	15013.7427177443
24	sigma_x	0.589458354515955	0.500075962109616	0.540153316119244	143.642520429148
24	sigma_y	0.64710696414113	0.637357780637162	0.626116709896813	128.676652451777
24	root_x	0.0962360420902864	-0.132159219670286	-0.182583950002403	2889.36317925786
24	root_y	1.41148831677337	-0.378641690457436	-1.63562118376037	3487.45456261191
25	sigma_y	0.905542286811396	0.932685163646218	1.12545912467029	134.115768711544
25	root_x	-1.584322292209	-1.44738522772165	-1.96129559349333	733.950005438378
25	root_y	-0.517198794798192	0.59338758134042	2.2989460822915	775.117072573197
26	sigma_x	0.275500267278403	0.282891093876281	3.8679717388814	466.461413849699
26	sigma_y	0.164130671182647	0.248680037447166	2.0323418014079	415.291143988346
26	root_x	-0.250121699381675	-0.395342697354853	2.0715051509023	1749.12182335498
26	root_y	-0.0116862103701596	0.381492563315741	2.05249933300518	2101.91315797469
27	sigma_x	0.652202097466215	0.813365829925641	76.5056075940591	554.560979786019
27	sigma_y	0.0994761940091848	0.129602266272661	55.8368395959707	743.250990817012
27	root_x	-0.370554642600781	-0.333250272151405	71.9663364888682	1258.19624489014
27	root_y	2.84654687621622	1.94997399815345	-93.2694376730318	970.928775454468
28	sigma_x	0.310413729632273	0.289274771427766	8.47936652819818	608.175511044837
28	sigma_y	0.883289631921798	0.700580149065163	7.70102820959194	879.484363510427
28	root_x	-1.06229335900268	0.113055143001963	-4.1408474705424	41139.9739341206
28	root_y	-1.0802603442483	-0.380548881377464	-7.1586373815294	46501.698301682
29	sigma_x	0.255767796887085	0.301530161381617	35889.7896927869	1834.92004337574
29	sigma_y	0.459813798777759	0.470818528366343	48730.4312691674	3270.04991248368
29	root_x	-1.16998421278773	-0.0545541589088467	2367.6319913076	14209.8245545457
29	root_y	0.884069635446891	0.109880090112564	-4036.47346117266	18082.2628633041
30	sigma_x	0.667466387385502	0.680693471207141	18.0430839672844	355.884775616512
30	sigma_y	0.211487221997231	0.256351392226441	13.3320588943759	414.70754730154
30	root_x	0.688884210669163	-0.208348093124119	11.5824644277937	14569.5624624249
30	root_y	0.748723364890644	0.10596595748899	-5.6473561367352	17037.1968316779
31	sigma_y	0.902617563959211	0.700098327197786	1.79751511703834	0
31	root_x	0.282176346636963	0.911017295752417	0.812189846233912	495.916884635006
31	root_y	0.333404114495826	-0.0710006786186035	4.27156418715333	407.164401094857
32	sigma_x	0.469010069500655	0.478954559211417	0.707106781186548	0
32	sigma_y	0.595487772952765	0.486168227913027	0.707106781186548	0
32	root_x	-1.6990347762088	-0.288068381827336	-0.89862798893818	306.319897978647
32	root_y	-0.219307008540553	-0.493374332053825	-0.332383682716955	429.044496298683
34	sigma_x	0.708308653673157	0.600735366240693	0.735480345396865	91.8763372050581
34	sigma_y	0.193496807245538	0.23387955431078	0.686232360601729	105.990134739977
34	root_x	-1.18519973535449	-0.514350147035104	-0.897356097198492	6346.24828326532
34	root_y	-0.294055244088481	0.195295374519428	-0.722965272928518	7659.01759705478
35	sigma_x	0.814496488776058	0.76891010167099	10.3712916752849	0
35	sigma_y	0.398113693343475	0.496727470090129	11.2494396018752	0
35	root_x	0.65380117578746	0.416892748118134	-7.13405748888367	8784.17461722415
35	root_y	-0.808612222926597	0.214774888760276	1.8654009697979	10503.7113734262
37	sigma_y	0.994495867984369	0.925544122890101	0.827313461369113	192.846035183368
37	root_x	-1.12290426685403	-1.0741259620257	-1.08722391051102	6270.91626193026
37	root_y	-0.319796333533781	0.266667642972826	1.97112410538117	8026.53252878718
38	sigma_x	0.973231073701754	0.937300628464044	1.11606721429941	10.5095588219244
38	sigma_y	0.172200008993968	0.160311743737778	0.199565156547046	9.06941315662602
38	root_x	0.15204339880479	-0.198511128356446	-3.52412748834228	6167.53555225615
38	root_y	-1.07999408107173	-1.14055073467019	-1.22403626596499	6672.7194013132
39	sigma_x	0.5486153177917	0.488225272528352	2.7881673619782	0
