sim	param	true	est	hpd_low	hpd_high	ess
001	sigma_x	0.932808704674244	0.89626447836209	0.754128357862866	0.999999379321248	18191.6566996208
001	sigma_y	0.201983017381281	0.220393024307127	0.128694127025601	0.331576941854124	7230.16121226787
001	sigma_r	0.792378755984828	0.813405624771677	0.636431541126337	0.999976634197562	5041.8835374469
001	sigma_s	0.224630508804694	0.315523649847671	0.203808017405386	0.448227287249692	1990.2201238628
001	sigma_a	0.153782855486497	0.795513058781802	0.343730825206023	1.25420304700637	1567.45055910026
001	mu	-2.09323892602697	-2.16030746209791	-2.33428056548507	-1.98823519397057	2600.34657234849
001	kappa	2.94033196521923	3.2362715028169	1.19931741909447	4.99991662152924	1652.41956298039
001	root_x	-0.353400285829911	-0.140739265943737	-2.04921105593466	1.71983829055784	9957.51427996033
001	root_y	0.170489470947982	0.64894014417934	-0.881897751790314	2.21678701596129	2123.00423002719
001	root_r	5.44751747601151	7.84873725836635	4.4566995675025	11.0962448468215	432.733859615133
001	root_s	7.86216458739573	7.39514579215519	5.97278463717235	8.81458842720644	1155.54031461767
001	root_a	7.64680222608149	7.24961973730741	6.44139593563547	8.01892081236997	466.88859101359
002	sigma_x	0.435651870910078	0.784087023951598	0.568008462681512	0.995554866228374	1358.29787094589
002	sigma_y	0.0369323608465493	0.147547051528656	0.00854820357463273	0.49588746548137	45.2487428166251
002	sigma_r	0.399214582284912	0.383532139571239	0.313825661375083	0.461324314295456	1406.9209496439
002	sigma_s	0.45114145684056	0.511800447503698	0.418023674719432	0.608420490404145	1467.20035549541
002	sigma_a	4.10146737587638	4.09329533879917	3.06144921865436	4.99987265322916	920.950881893032
002	mu	2.52612711512484	2.62448724037241	1.97954958876974	3.28566355403717	6992.47484824471
002	kappa	1.04149807710201	1.06803239560464	0.470006674313482	1.70633409647154	1100.93913187041
002	root_x	-0.162225295911029	-0.889683842334785	-2.80035651383708	0.937480364423342	4552.38412037498
002	root_y	0.386926559881518	-0.322998972487256	-1.62212029909567	1.15811120822406	228.165125136861
002	root_r	3.16916489283665	3.98899492047873	2.54609075017907	5.59669480712336	139.319014857166
002	root_s	10.7738609220689	8.60744809429741	7.11807382364522	10.7950995758048	61.0392621818917
002	root_a	5.46412769588642	6.67168310905069	6.15916191832592	7.18809304803543	28.2009769020758
003	sigma_x	0.142340212594718	0.372265690406263	0.12585794651767	0.625580867949305	175.077135640452
003	sigma_y	0.262317587388679	0.516868504294925	0.322701318436105	0.730253237342295	384.737417373826
003	sigma_r	0.695624109823257	0.837437340322315	0.707818021441332	0.987449683317352	1387.13901577817
003	sigma_s	0.627376682823524	0.572396590446162	0.467738734877121	0.680527278267113	1352.46845981817
003	sigma_a	2.18290383112617	3.39264964211637	2.2852346930478	4.92276412846164	395.75685356396
003	mu	2.55818809731863	2.30492409091415	1.90185614872549	2.70172003199287	2241.61459300069
003	kappa	1.60785163519904	2.22238164785278	0.865547474707816	4.18235696631675	435.832959128895
003	root_x	0.309111175345405	-1.01832642944536	-2.7977672878932	0.72753658902552	1226.16242118511
003	root_y	0.901647861973713	-0.433139462541542	-2.2980666982669	1.31175144426354	5501.8667075217
003	root_r	6.2821491855209	7.88684928239654	4.93178832446146	10.4883910049838	341.57696557954
003	root_s	0.981761673648009	0.766961546616562	0.0454802016266938	1.62579731318811	368.791536220637
003	root_a	9.35931065469049	8.5221492222062	8.40507914509357	8.63256026894934	2064.81043782199
004	sigma_x	0.354194046463817	0.427760311770226	0.314604075724046	0.54558052679044	739.082995916856
004	sigma_y	0.728580018505454	0.78136084707221	0.621352567427343	0.95910628056549	1245.23367688283
004	sigma_r	0.62874779291451	0.569155595595687	0.475956995235939	0.67833972442133	909.384650380764
004	sigma_s	0.72142386273481	0.801550078809159	0.66884073537412	0.940939660648119	947.35608246108
004	sigma_a	0.790885419119149	1.29401419396514	1.08078374172032	1.5139617993103	1304.75587708949
004	mu	2.42872881004587	2.38698338196113	2.29217471462388	2.48502178989429	1416.60294023768
004	kappa	4.84991877689026	4.67928918782466	4.13255356792066	4.99995559299435	2397.11174430086
004	root_x	-1.37348188747219	0.0593317200974764	-1.41745951438471	1.57820881093075	4660.91954362539
004	root_y	-1.12795992930285	-0.0272988188535012	-1.78039433155839	1.68686915318336	9751.78477831367
004	root_r	0.856950327393563	-0.448716198556733	-3.10469954117992	2.48085846036364	184.01121101056
004	root_s	-1.4545958103933	-2.32379939610343	-5.73173816107221	1.5181464143643	182.861295041243
004	root_a	3.20610672584735	-0.242138709658929	-4.99956204168034	6.34442181455128	2738.56683129989
005	sigma_x	0.396629426395521	0.30900716174358	0.185507980080216	0.450351323001908	4764.99872534613
005	sigma_y	0.131984238047153	0.247259748224956	0.076010310480357	0.946013820518092	363.70854883414
005	sigma_r	0.341667271917686	0.474759842891004	0.28365117955061	0.695650626673688	960.478465340703
005	sigma_s	0.198577248025686	0.229914280825886	0.127621839903237	0.345650271084589	701.934618666057
005	sigma_a	2.89886159473099	3.50904097656177	1.92218898760572	4.99984098125554	1167.49273056378
005	mu	-0.846818247810006	-0.593161125505253	-1.35042602395085	0.0945791630550759	2888.22893785448
005	kappa	3.28184573794715	2.82184509487762	0.796108437695876	4.99735912404704	1475.74918996691
005	root_x	0.326648604433737	0.161396182552543	-1.30593323097157	1.60212364401304	11351.2409593569
005	root_y	-2.70787788745313	-1.30929991488002	-2.72830020210065	0.159541742784173	1725.61050166157
005	root_r	2.01750286188486	1.88160778817682	-1.40314490305333	4.98895496413168	1827.55500663914
